Tag,Chromophore,Solvent,epsilon,Absorption max (nm),Emission max (nm),Reference
4063,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)F,CCCCCC,1.89,608.0,615.0,http://dx.doi.org/10.1016/j.jphotochem.2014.10.013
4065,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)F,CCCCCCCCO,10.34,612.0,621.0,http://dx.doi.org/10.1016/j.jphotochem.2014.10.013
4066,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccsc3)n1[B-]2(F)F,CN(C)C=O,37.06,612.0,623.0,http://dx.doi.org/10.1016/j.jphotochem.2014.10.013
4067,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,C1CCCCC1,2.02,426.0,486.0,https://doi.org/10.1016/j.molliq.2019.04.058
4071,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCO,18.34,406.0,463.0,https://doi.org/10.1016/j.molliq.2019.04.058
4072,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCO,21.51,408.0,467.0,https://doi.org/10.1016/j.molliq.2019.04.058
4074,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CN(C)C=O,37.06,404.0,458.0,https://doi.org/10.1016/j.molliq.2019.04.058
4090,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1,CC#N,36.0,390.0,558.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4091,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1,CC(C)O,20.33,374.0,493.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4093,CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1,C1CCCCC1,2.02,387.0,426.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4097,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC#N,36.0,392.0,558.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4098,COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC(C)O,20.33,393.0,550.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4100,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,C1CCCCC1,2.02,384.0,423.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4104,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,CC#N,36.0,390.0,550.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4105,CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,CC(C)O,20.33,392.0,537.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4107,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,C1CCCCC1,2.02,368.0,415.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4111,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC#N,36.0,373.0,521.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4112,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC(C)O,20.33,377.0,518.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4114,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,C1CCCCC1,2.02,384.0,427.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4118,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,CC#N,36.0,388.0,553.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4119,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,CC(C)O,20.33,389.0,534.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4121,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,C1CCCCC1,2.02,390.0,456.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4125,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,CC#N,36.0,398.0,568.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4126,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,CC(C)O,20.33,397.0,558.0,https://doi.org/10.1016/j.jphotochem.2019.03.021
4147,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,1.89,427.0,465.0,http://dx.doi.org/10.1016/j.dyepig.2016.11.056
4150,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,7.47,432.0,485.0,http://dx.doi.org/10.1016/j.dyepig.2016.11.056
4152,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,1.89,497.0,594.0,http://dx.doi.org/10.1016/j.dyepig.2016.11.056
4155,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,7.47,520.0,609.0,http://dx.doi.org/10.1016/j.dyepig.2016.11.056
4157,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCCCCC,1.89,480.0,555.0,http://dx.doi.org/10.1016/j.dyepig.2016.11.056
4160,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,C1CCOC1,7.47,497.0,583.0,http://dx.doi.org/10.1016/j.dyepig.2016.11.056
4162,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCCCCC,1.89,432.0,486.0,http://dx.doi.org/10.1016/j.dyepig.2016.11.056
4165,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,C1CCOC1,7.47,436.0,497.0,http://dx.doi.org/10.1016/j.dyepig.2016.11.056
4167,Cc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCCCC1,2.02,424.0,472.0,https://doi.org/10.1016/j.optmat.2017.11.019
4168,Cc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCOC1,7.47,425.0,500.0,https://doi.org/10.1016/j.optmat.2017.11.019
4169,Cc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,CC#N,36.0,423.0,516.0,https://doi.org/10.1016/j.optmat.2017.11.019
4170,COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCCCC1,2.02,431.0,478.0,https://doi.org/10.1016/j.optmat.2017.11.019
4171,COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCOC1,7.47,435.0,495.0,https://doi.org/10.1016/j.optmat.2017.11.019
4172,COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,CC#N,36.0,434.0,507.0,https://doi.org/10.1016/j.optmat.2017.11.019
4184,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCO,21.51,342.0,441.0,https://doi.org/10.1016/j.molliq.2018.09.094
4185,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCO,15.8,356.0,438.0,https://doi.org/10.1016/j.molliq.2018.09.094
4186,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCCCCO,10.34,359.0,436.0,https://doi.org/10.1016/j.molliq.2018.09.094
4187,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCCCCCCO,8.53,360.0,437.0,https://doi.org/10.1016/j.molliq.2018.09.094
4189,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CN(C)C=O,37.06,357.0,447.0,https://doi.org/10.1016/j.molliq.2018.09.094
4190,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CC#N,36.0,349.0,441.0,https://doi.org/10.1016/j.molliq.2018.09.094
4192,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCCCC,1.95,354.0,426.0,https://doi.org/10.1016/j.molliq.2018.09.094
4194,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,21.51,341.0,399.0,https://doi.org/10.1016/j.molliq.2018.09.094
4195,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,15.8,341.0,399.0,https://doi.org/10.1016/j.molliq.2018.09.094
4196,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCO,10.34,343.0,398.0,https://doi.org/10.1016/j.molliq.2018.09.094
4197,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,8.53,344.0,394.0,https://doi.org/10.1016/j.molliq.2018.09.094
4199,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,37.06,338.0,401.0,https://doi.org/10.1016/j.molliq.2018.09.094
4200,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC#N,36.0,334.0,397.0,https://doi.org/10.1016/j.molliq.2018.09.094
4202,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCC,1.95,334.0,387.0,https://doi.org/10.1016/j.molliq.2018.09.094
4204,FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,21.51,340.0,391.0,https://doi.org/10.1016/j.molliq.2018.09.094
4205,FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,15.8,341.0,393.0,https://doi.org/10.1016/j.molliq.2018.09.094
4206,FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCO,10.34,342.0,394.0,https://doi.org/10.1016/j.molliq.2018.09.094
4207,FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,8.53,340.0,395.0,https://doi.org/10.1016/j.molliq.2018.09.094
4209,FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,37.06,345.0,416.0,https://doi.org/10.1016/j.molliq.2018.09.094
4210,FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC#N,36.0,333.0,388.0,https://doi.org/10.1016/j.molliq.2018.09.094
4212,FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCC,1.95,337.0,387.0,https://doi.org/10.1016/j.molliq.2018.09.094
4214,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,21.51,345.0,438.0,https://doi.org/10.1016/j.molliq.2018.09.094
4215,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,15.8,346.0,436.0,https://doi.org/10.1016/j.molliq.2018.09.094
4216,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCO,10.34,347.0,433.0,https://doi.org/10.1016/j.molliq.2018.09.094
4217,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,8.53,346.0,427.0,https://doi.org/10.1016/j.molliq.2018.09.094
4219,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,37.06,351.0,463.0,https://doi.org/10.1016/j.molliq.2018.09.094
4220,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC#N,36.0,337.0,441.0,https://doi.org/10.1016/j.molliq.2018.09.094
4222,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCC,1.95,337.0,407.0,https://doi.org/10.1016/j.molliq.2018.09.094
4224,CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,21.51,347.0,422.0,https://doi.org/10.1016/j.molliq.2018.09.094
4225,CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,15.8,354.0,421.0,https://doi.org/10.1016/j.molliq.2018.09.094
4226,CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCO,10.34,357.0,421.0,https://doi.org/10.1016/j.molliq.2018.09.094
4227,CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,8.53,357.0,420.0,https://doi.org/10.1016/j.molliq.2018.09.094
4229,CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,37.06,355.0,429.0,https://doi.org/10.1016/j.molliq.2018.09.094
4230,CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC#N,36.0,342.0,421.0,https://doi.org/10.1016/j.molliq.2018.09.094
4232,CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCC,1.95,341.0,389.0,https://doi.org/10.1016/j.molliq.2018.09.094
4245,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCO,18.34,367.100457,454.5000045,doi:10.1016/j.saa.2004.06.035
4246,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)O,20.33,365.4503262,455.7511234,doi:10.1016/j.saa.2004.06.035
4247,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCO,15.8,367.7498124,454.7500921,doi:10.1016/j.saa.2004.06.035
4253,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,36.0,360.4993637,465.7510002,doi:10.1016/j.saa.2004.06.035
4257,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,2.02,361.7002807,395.250668,doi:10.1016/j.saa.2004.06.035
4258,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCC,1.89,359.8002389,392.749838,doi:10.1016/j.saa.2004.06.035
4260,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCC,1.95,361.5498921,394.0001655,doi:10.1016/j.saa.2004.06.035
4262,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,7.47,362.8499688,447.039259,doi:10.1016/j.saa.2004.06.035
4263,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,37.06,363.0001234,461.7508669,doi:10.1016/j.saa.2004.06.035
4265,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,62.93,361.4505734,474.0010428,doi:10.1016/j.saa.2004.06.035
4267,COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,2.27,363.1002956,436.7498821,doi:10.1016/j.saa.2004.06.035
4268,COC(=O)C1=NNC(C(=O)OC)=C2c3ccccc3C(=O)c3ccccc3C12,CC#N,36.0,391.0,505.0,http://dx.doi.org/10.1016/j.tetlet.2017.06.059
4269,O=C1c2ccccc2C2=C(c3ccccn3)NN=C(c3ccccn3)C2c2ccccc21,CC#N,36.0,424.0,547.0,http://dx.doi.org/10.1016/j.tetlet.2017.06.059
4279,CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CCCCCC,1.89,443.0,472.0,http://dx.doi.org/10.1016/j.saa.2012.04.077
4280,CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C1CCCCC1,2.02,456.0,476.0,http://dx.doi.org/10.1016/j.saa.2012.04.077
4282,CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C1COCCO1,2.27,466.0,513.0,http://dx.doi.org/10.1016/j.saa.2012.04.077
4286,CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CN(C)C=O,37.06,482.0,547.0,http://dx.doi.org/10.1016/j.saa.2012.04.077
4287,CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CC#N,36.0,473.0,539.0,http://dx.doi.org/10.1016/j.saa.2012.04.077
4288,CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CC(C)O,20.33,470.0,536.0,http://dx.doi.org/10.1016/j.saa.2012.04.077
4289,CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CCCCO,18.34,472.0,521.0,http://dx.doi.org/10.1016/j.saa.2012.04.077
4290,CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CCCCCO,15.8,470.0,515.0,http://dx.doi.org/10.1016/j.saa.2012.04.077
4293,Cc1cc(=O)oc2cc3cc(O)ccc3cc12,CC#N,36.0,343.0,450.0,https://doi.org/10.1016/S1010-6030(02)00317-9
4294,Cc1cc(=O)oc2ccc3ccc(O)cc3c12,CC#N,36.0,347.0,429.0,https://doi.org/10.1016/S1010-6030(02)00317-9
4295,Cc1cc(=O)c2c(ccc3ccc(O)cc32)o1,CC#N,36.0,336.0,430.0,https://doi.org/10.1016/S1010-6030(02)00317-9
4300,COc1ccc2c3cccc4c(OC)ccc(c5cccc1c52)c43,C1CCOC1,7.47,458.0,463.9927447,doi:10.1016/j.dyepig.2010.06.009
4306,CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,C1CCOC1,7.47,460.0,468.0304667,doi:10.1016/j.dyepig.2010.06.009
4312,CCCCCCCC(=O)Oc1ccc2c3cccc4c(OC(=O)CCCCCCC)ccc(c5cccc1c52)c43,C1CCOC1,7.47,445.0,454.0107514,doi:10.1016/j.dyepig.2010.06.009
4314,COc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1,C1CCOC1,7.47,344.0,534.0,http://dx.doi.org/10.1016/j.tetlet.2013.01.096
4317,COc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1,CC#N,36.0,341.0,647.0,http://dx.doi.org/10.1016/j.tetlet.2013.01.096
4320,COc1ccc2cc(C#Cc3ccc([N+](=O)[O-])cc3)ccc2c1,C1CCOC1,7.47,356.0,533.0,http://dx.doi.org/10.1016/j.tetlet.2013.01.096
4326,COc1cc2cc(OC)c(C#Cc3ccc([N+](=O)[O-])cc3)cc2cc1C#Cc1ccc([N+](=O)[O-])cc1,C1CCOC1,7.47,361.0,514.0,http://dx.doi.org/10.1016/j.tetlet.2013.01.096
4329,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,CCCCCC,1.89,491.0,631.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4331,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,C1COCCO1,2.27,479.0,703.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4334,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,CCOCC,4.42,479.0,700.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4336,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,C1CCOC1,7.47,476.0,736.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4340,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,CC#N,36.0,463.0,770.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4341,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,CN(C)C=O,37.06,464.0,765.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4342,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CCCCCC,1.89,396.0,461.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4344,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C1COCCO1,2.27,406.0,480.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4347,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CCOCC,4.42,399.0,471.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4349,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C1CCOC1,7.47,407.0,482.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4353,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CC#N,36.0,405.0,497.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4354,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CN(C)C=O,37.06,412.0,500.0,http://dx.doi.org/10.1016/j.jlumin.2017.03.042
4355,CCCCCC(=O)c1c2c(c(C(=O)CCCCC)c3c1OC1(CCCC1)O3)OC1(CCCC1)O2,CCCCCC,1.89,435.0,525.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4357,CCCCCC(=O)c1c2c(c(C(=O)CCCCC)c3c1OC1(CCCC1)O3)OC1(CCCC1)O2,CC#N,36.0,444.0,561.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4360,CCCC(=O)c1c(OCOC)c(OCOC)c(C(=O)CCC)c2c1OCO2,CC#N,36.0,332.0,503.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4361,COC(=O)CC1(C(=O)OC)Oc2c(c(C(C)=O)c3c(c2C(C)=O)OCO3)O1,CC#N,36.0,423.0,532.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4362,CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)OC)O3)OCO2,CCCCCC,1.89,413.0,514.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4364,CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)OC)O3)OCO2,CC#N,36.0,423.0,537.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4367,COC(=O)CC1(C(=O)O)Oc2c(c(C(C)=O)c3c(c2C(C)=O)OCO3)O1,CC#N,36.0,434.0,547.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4369,CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)O)O3)OCO2,CC#N,36.0,424.0,542.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4373,CC(=O)c1c2c(c(C(C)=O)c3c1OC(CC(=O)O)O3)OCO2,CC#N,36.0,433.0,553.0,https://doi.org/10.1016/j.tetlet.2011.09.058
4374,Nc1ccc(-c2ccc(N)cc2)cc1,CCCCCC,1.89,279.0,373.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4377,Nc1ccc(-c2ccc(N)cc2)cc1,C1CCOC1,7.47,306.0,394.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4380,Nc1ccc(-c2ccc(N)cc2)cc1,C1COCCO1,2.27,289.0,392.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4382,Nc1ccc(-c2ccc(N)cc2)cc1,CC#N,36.0,286.0,393.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4383,Nc1ccc(-c2ccc(N)cc2)cc1,CN(C)C=O,37.06,299.0,403.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4386,[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,CCCCCC,1.89,301.0,353.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4387,[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,C1CCCCC1,2.02,302.0,354.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4390,[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,C1CCOC1,7.47,319.0,396.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4393,[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,C1COCCO1,2.27,315.0,383.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4397,[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,CC#N,36.0,310.0,410.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4398,[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,CN(C)C=O,37.06,314.0,423.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4401,[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,CCCCCC,1.89,313.0,366.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4402,[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,C1CCCCC1,2.02,316.0,368.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
4405,[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,C1CCOC1,7.47,331.0,406.0,http://dx.doi.org/10.1016/j.jphotochem.2015.12.006
