SoluteSMILES,SolventSMILES,DeltaGsolv
N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=C(/C=C(C#N)/C5=CC=C(OC)C=C5)C=C4)C=C2,C1CCOC1,79.0
N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(OC)C=C4)C=C3)C5=CC=C(/C=C(C#N)/C6=CC=C(OC)C=C6)C=C5)C=C2,C1CCOC1,79.0
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2,C1CCOC1,119.0
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(C#N)C=C4)C=C3)C5=CC=CC=C5)C=C2,C1CCOC1,106.0
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(C#N)C=C4)C=C3)C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C2,C1CCOC1,106.0
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(/C=C/C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C=C2,C1CCOC1,158.0
N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(C=O)C=C5)C=C4)C6=CC=C(C7=CC=C(/C=C(C#N)/C8=CC=C(C#N)C=C8)C=C7)C=C6)C=C3,C1CCOC1,160.0
N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C4)C7=CC=C(C8=CC=C(/C=C(C#N)/C9=CC=C(C#N)C=C9)C=C8)C=C7)C=C3,C1CCOC1,173.0
O=C(OC)/C(C#N)=C/C(C=C1)=CC=C1C2=CC=C(N(C3=CC=C(C4=CC=C(/C=C(C#N)/C(OC)=O)C=C4)C=C3)C5=CC=C(C6=CC=C(/C=C(C#N)/C(OC)=O)C=C6)C=C5)C=C2,C1CCOC1,171.0
C12=CC=CC3=C1C(C(C=C2)=CC=C4C5=CC=NC=C5)=C4C=C3,CC1=CC=CC=C1,43.0
C12=CC=CC3=C1C(C(C=C2)=CC(C4=CC=NC=C4)=C5)=C5C=C3,CC1=CC=CC=C1,65.0
C12=CC=CC3=C1C(C(C=C2)=CC(C4=NC=CC=C4)=C5)=C5C=C3,CC1=CC=CC=C1,63.0
C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C=C3,CC1=CC=CC=C1,39.0
C12=C(C3=CC=NC=C3)C=CC4=C1C(C(C=C2)=CC=C5C6=CC=NC=C6)=C5C=C4,CC1=CC=CC=C1,41.0
C12=CC(C3=CC=NC=C3)=CC4=C1C(C(C=C2)=CC(C5=CC=NC=C5)=C6)=C6C=C4,CC1=CC=CC=C1,77.0
C12=CC(C3=NC=CC=C3)=CC4=C1C(C(C=C2)=CC(C5=CC=CC=N5)=C6)=C6C=C4,CC1=CC=CC=C1,77.0
C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C=C3C6=CC=NC=C6,CC1=CC=CC=C1,36.0
C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C(C6=CC=NC=C6)=C3,CC1=CC=CC=C1,38.0
CCCCC1=C(C=C2)C3=C(C(C4=CC=NC=C4)=C1)C=CC5=C3C2=C(C6=CC=NC=C6)C=C5CCCC,CC1=CC=CC=C1,43.0
O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C4=CC=CC=C4)C5=C1C=CC=C5,C(Cl)Cl,83.0
O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C)C4=C1C(C=CC=C5)=C5C6=C4C=CC=C6,C(Cl)Cl,61.0
F[B-]1(F)N2C(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=CC=C7)=[N+]15,C(Cl)(Cl)Cl,22.0
F[B-]1(F)N2C(C3=CC=C(Br)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(Br)C=C7)=[N+]15,C(Cl)(Cl)Cl,29.0
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,C(Cl)(Cl)Cl,27.0
F[B-]1(F)N2C(C3=CC=C(C#CC4=CC=C(N(C)C)C=C4)C=C3)=CC(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=CC(C8=CC=C(C#CC9=CC=C(N(C)C)C=C9)C=C8)=[N+]16,CC1=CC=CC=C1,82.0
F[B-]1(F)N2C(C3=CC=C(C#CC4=CC=C(C(C=CC([N+]([O-])=O)=C5)=C5C6(CCCCCC)CCCCCC)C6=C4)C=C3)=CC(C7=CC=CC=C7)=C2N=C8C(C9=CC=CC=C9)=CC(C%10=CC=C(C#CC%11=CC=C(C(C=CC([N+]([O-])=O)=C%12)=C%12C%13(CCCCCC)CCCCCC)C%13=C%11)C=C%10)=[N+]18,C(Cl)Cl,47.0
F[B-]1(N2C(C3=CC=C(C=C3CC4)OC)=C4C(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=C8C(C9=C(CC8)C=C(C=C9)OC)=[N+]16)F,C(Cl)(Cl)Cl,12.0
COC(C=C1)=CC2=C1C3=CC(C4=CC=CC=C4)=C5N3[B-]6(OC7=CC(OC)=CC=C7C8=[N+]6C(C(C9=CC=CC=C9)=C8)=N5)O2,C(Cl)(Cl)Cl,18.0
F[B-]1(N2C(C3=CC=C(C=C3)OC)=C4C(C=CC=C4)=C2N=C5C6=C(C=CC=C6)C(C7=CC=C(C=C7)OC)=[N+]15)F,C(Cl)Cl,40.0
C1(C2=CC=C(N3C4=C(C5=C3C=CC=C5)C=CC=C4)C=C2)=NC6=C(C=CC=C6)N=C1C7=CC=C(N8C9=C(C%10=C8C=CC=C%10)C=CC=C9)C=C7,CC1=CC=CC=C1,85.0
CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=CC=C6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,122.0
CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=NC=C6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,169.0
CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=CC=N6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,169.0
C1(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)=NC6=C(C=NC=C6)N=C1C7=CC=C(N8C(C=CC=C9)=C9OC%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,178.0
C1(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)=NC6=C(C=CC=N6)N=C1C7=CC=C(N8C(C=CC=C9)=C9OC%10=C8C=CC=C%10)C=C7,CC1=CC=CC=C1,182.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=CC=C4)C3=C1,C1CCOC1,51.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C(OC)=O)C=C4)C3=C1,C1CCOC1,73.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C#N)C=C4)C3=C1,C1CCOC1,73.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C=O)C=C4)C3=C1,C1CCOC1,87.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C(OCC)=O)/C#N)C=C4)C3=C1,C1CCOC1,150.0
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,C1CCOC1,166.0
COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,C(Cl)Cl,73.0
C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,C(Cl)Cl,114.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,C(Cl)Cl,80.0
COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,C(Cl)Cl,90.0
C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,C(Cl)Cl,141.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,C(Cl)Cl,100.0
COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,C(Cl)Cl,91.0
C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,C(Cl)Cl,119.0
C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,C(Cl)Cl,100.0
C12=CC=CN1[B-](C3=CC=CC=C3)(C4=CC=CC=C4)[N+](C5=CC=CC=C5)=C2,C1CCOC1,68.19304150000005
CC1=CC=CC(C)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,22.4812225
CC(C)C1=CC=CC(C(C)C)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,33.01648160000002
COC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,81.63169340000002
CC(C=C1)=C(C)C=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,71.98142410000003
FC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,66.1149681
O=[N+](C(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5)[O-],C1CCOC1,44.080492600000014
N#CC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,48.64594970000002
FC(C(F)=C1)=C(F)C=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,54.507337500000006
FC(C(F)=C1F)=C(F)C(F)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,C1CCOC1,65.19184380000002
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,C(Cl)Cl,14.0
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(OC)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,C(Cl)Cl,12.0
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(F)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,C(Cl)Cl,15.0
F[B-](F)(N1C2=CC3=C1CCCC3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C8CCCCC8=C7,C(Cl)Cl,11.0
F[B-](F)(N1C2=CC(Br)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,C(Cl)Cl,11.0
F[B-](F)(N1C2=C(C(Br)=C1CC)Br)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,C(Cl)Cl,15.0
F[B-](F)(N1C2=CC(I)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC.C.[Br],C(Cl)Cl,13.0
F[B-](F)(N1C2=CC(I)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(I)=C6)CC,C(Cl)Cl,15.0
CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC)C#CC)=[N+]5[B-](C#CC)(N6C3=CC(I)=C6CC)C#CC,C(Cl)Cl,13.0
CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC(CO)O)C#CC(O)CO)=[N+]5[B-](C#CC(CO)O)(N6C3=CC(I)=C6CC)C#CC(CO)O,C(Cl)Cl,10.0
F[B-](F)(N1C2=CC=C1/C=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=CC=C4)=C5C=C3)[N+]6=C(N(C7=C6C=CC=C7)[B-]8(F)F)C2=C9[N+]8=C(C=C9)/C=C/C%10=CC(C(CCCCCCCC)(CCCCCCCC)C%11=C%12C=CC=C%11)=C%12C=C%10,C(Cl)Cl,35.0
F[B-](F)(N1C2=CC=C1/C=C/C3=C(OCCCCCCCC)C=CC(OCCCCCCCC)=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C(C=C7)/C=C/C8=C(OCCCCCCCC)C=CC(OCCCCCCCC)=C8,C(Cl)Cl,40.0
F[B-](F)(N1C2=CC=C1/C=C/C3=C(OCCCCCCCC)C=C(C=O)C(OCCCCCCCC)=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C(C=C7)/C=C/C8=C(OCCCCCCCC)C=C(C=O)C(OCCCCCCCC)=C8,C(Cl)Cl,27.0
F[B-](F)(N1C2=CC=C1/C=C/C3=CC=C(OCCN=[N+]=[N-])C=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=CC=C7,C(Cl)Cl,28.0
F[B-](F)(N1C2=CC=C1/C=C/C3=CC=C(OCCCCCC(O)=O)C=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=CC=C7,C(Cl)Cl,29.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2,C(Cl)Cl,50.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(C#N)C=C5,C(Cl)Cl,72.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=CC=C5,C(Cl)Cl,84.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(N(CC)CC)C=C5,C(Cl)Cl,128.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2,C(Cl)Cl,87.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,C(Cl)Cl,93.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,C(Cl)Cl,97.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=C(N(CC)CC)C=C6,C(Cl)Cl,171.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2,C(Cl)Cl,66.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,C(Cl)Cl,78.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,C(Cl)Cl,89.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=C(N(CC)CC)C=C6,C(Cl)Cl,136.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2,C(Cl)Cl,66.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,C(Cl)Cl,74.0
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,C(Cl)Cl,78.0
O=C(C1=C2C(C(C3=CC=CC=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,73.0
O=C(C1=C2C(C(C3=CC=C(OC)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,123.0
O=C(C1=C2C(C(C3=CC=C(OC)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,73.0
O=C(C1=C2C(C(C3=CC=C(C=O)C=C3F)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,66.0
O=C(C1=C2C(C(C3=CC=C(C=O)C(F)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,75.0
O=C(C1=C2C(C(C3=CC=C(C=O)C(F)=C3F)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,70.0
O=C(C1=C2C(C(C3=CC(F)=C(C=O)C(F)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,84.0
O=C(C1=C2C(C(C3=CC(F)=CC(F)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,63.0
O=C(C1=C2C(C(C3=CC=C(F)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,72.0
O=C(C1=C2C(C(C3=CC=C(Cl)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,71.0
O=C(C1=C2C(C(C3=CC=C(Br)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,72.0
O=C(C1=C2C(C(OC3=CC=CC=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,74.0
O=C(C1=C2C(C(OC3=CC=CC(Br)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,70.0
O=C(C1=C2C(C(OC3=CC=C(C=O)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,68.0
O=C(C1=C2C(C(OC3=CC=C([N+]([O-])=O)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,CN(C)C=O,75.0
O=C(C1=C2C(C=CC=C23)=CC=C1)N(CCCCCC)C3=O,CN(C)C=O,47.0
BrC1=CC2=C3C(C4=CC=C3C(N(CCCCCCCCCCCC)C2=O)=O)=C1C5=C6C4=C(Br)C=C7C6=C(C(N(CCCCCCCCCCCC)C7=O)=O)C=C5,C(Cl)(Cl)Cl,18.18181149999998
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(C(F)(F)F)C=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=C(C(F)(F)F)C=C9)=C1)N(CCCCCCCCCCCC)C4=O,C(Cl)(Cl)Cl,23.088564799999972
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(C#N)C=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=C(C#N)C=C9)=C1)N(CCCCCCCCCCCC)C4=O,C(Cl)(Cl)Cl,46.110793599999965
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC([N+]([O-])=O)=CC=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC([N+]([O-])=O)=CC=C9)=C1)N(CCCCCCCCCCCC)C4=O,C(Cl)(Cl)Cl,41.24689419999993
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=NC=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=NC=C9)=C1)N(CCCCCCCCCCCC)C4=O,C(Cl)(Cl)Cl,38.11643189999995
O=C(C1=C2C(C3=C(C4=CC=C5C(N(C6=CC=CC=C6)C7=C5C=CC=C7)=C4)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C%12=CC=C%13C(N(C%14=CC=CC=C%14)C%15=C%13C=CC=C%15)=C%12)=C1)N(CC(CC)CCCC)C8=O,C(Cl)(Cl)Cl,100.0
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C8C(N(C9=CC=CC=C9)C%10=C8C=CC=C%10)=C7)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C%12=CC=C%13C(N(C%14=CC=CC=C%14)C%15=C%13C=CC=C%15)=C%12)=C1)N(CC(CC)CCCC)C4=O,C(Cl)(Cl)Cl,90.0
O=C(C1=C2C(C3=C(C4=CC=C(N(C5=CC=CC=C5)C6=C7C=CC=C6)C7=C4)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C%12=CC=C(N(C%13=CC=CC=C%13)C%14=C%15C=CC=C%14)C%15=C%12)=C1)N(CC(CC)CCCC)C8=O,C(Cl)(Cl)Cl,100.0
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(N(C8=CC=CC=C8)C9=C%10C=CC=C9)C%10=C7)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C%12=CC=C(N(C%13=CC=CC=C%13)C%14=C%15C=CC=C%14)C%15=C%12)=C1)N(CC(CC)CCCC)C4=O,C(Cl)(Cl)Cl,80.0
O=C(C1=C2C(C3=C(C(C=C4)=CC=C4N5C6=CC=CC=C6C7=C5C=CC=C7)C=C28)=C(C9=C%10C3=CC=C%11C%10=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C9)C(C(C=C%12)=CC=C%12N%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15)=C1)N(CC(CC)CCCC)C8=O,C(Cl)(Cl)Cl,77.0
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C(C=C7)=CC=C7N8C9=CC=CC=C9C%10=C8C=CC=C%10)C=C%11C6=C(C(N(CC(CC)CCCC)C%11=O)=O)C=C5)C(C(C=C%12)=CC=C%12N%13C%14=CC=CC=C%14C%15=C%13C=CC=C%15)=C1)N(CC(CC)CCCC)C4=O,C(Cl)(Cl)Cl,70.0
O=C(C1=C2C(C3=CC(OC4=C(C5=CC=CC=C5)C=CC=C4C6=CC=CC=C6)=C27)=C(C8=C9C3=CC(OC%10=C(C%11=CC=CC=C%11)C=CC=C%10C%12=CC=CC=C%12)=C%13C9=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C(OC%14=C(C%15=CC=CC=C%15)C=CC=C%14C%16=CC=CC=C%16)=C8)C=C1OC%17=C(C%18=CC=CC=C%18)C=CC=C%17C%19=CC=CC=C%19)N(C(CCCCC)CCCCC)C7=O,CC1=CC=CC=C1,11.0
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=CC=C7C6=C(C(N(C(CC)CC)C7=O)=O)C=C5)C=C1)N(C(CC)CC)C4=O,CC1=CC=CC=C1,17.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N(CN5C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C5C(OCC)=O)C6=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,15.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CC5)=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,35.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CCC5)=C4C3=CC=C2C(N(C)C)=O,CC1=CC=CC=C1,25.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N(CN7C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C7C(OCC)=O)C8=C6C5=CC=C4C1=O,CC1=CC=CC=C1,13.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CC7)=C6C5=CC=C4C1=O,CC1=CC=CC=C1,28.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CCC7)=C6C5=CC=C4C1=O,CC1=CC=CC=C1,31.0
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C3=CC=C2C(N(C)C)=O)C5=C6N(C(C7=C6C8=C9C7=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=C8)=O)CN5C4=O,CC1=CC=CC=C1,33.0
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C5=CC=C4C1=O)C7=C8N(C(C9=C8C%10=C%11C9=CC=C(C(N(C%12=C(C(C)C)C=CC=C%12C(C)C)C%13=O)=O)C%11=C%13C=C%10)=O)CN7C6=O,CC1=CC=CC=C1,62.0
OC1=C(C2=CC=CC=C2)OC3=CC=CC=C3C1=O,O,62.0
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=CC=C3,O,129.0
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(O)C=C3,O,157.0
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(OC)C=C3,O,181.0
O=C1C2=CC(OC)=C(O)C=C2OC=C1C3=CC=C(O)C=C3,O,113.0
O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(OC)C(O)=C3,O,138.0
O=C1C2=CC(OC)=CC=C2OC=C1C3=CC=CC=C3,O,131.0
O=C1C2=C(C)C=C(O)C=C2OC=C1C3=CC=C(O)C=C3,O,181.0
